-1.649842001343599859e-02,-8.068063424412261209e-02,1.694891769209733862e-02,-4.089995116350550464e-02,4.797947079602531834e-02
1.021695557667035847e-01,-1.462134431464300749e-02,1.112884771061745104e-01,-1.136170144758297945e-01,-5.709086927344973750e-02
-2.120779697238840966e-01,-5.307127965028543004e-01,1.518402017695929807e-01,-7.300215337586408726e-01,-1.301247550422437449e-01
-4.444971888425858220e-02,-3.240463429486165614e-01,1.455855082977751402e-01,1.050003043209853937e-01,1.331670275362713540e-01
1.280917026391259206e-01,3.060731788009170631e-02,1.382413397660586275e-02,-9.846902294868155325e-02,-4.512079272102984678e-02
-3.063127395454548485e-02,5.736591666319276750e-02,-8.647392353694831335e-02,4.749241199210768594e-02,5.453144641473560428e-02
4.791798717863786361e-02,2.007883478416295497e-01,-3.292328312166423188e-02,2.382568751287739428e-01,-3.583062471095835311e-02
1.439142065028767639e-02,1.635442858622444470e-02,-1.358218438344120128e-03,-3.972795196550395896e-02,-5.507139089852767372e-02
-9.209617923002569317e-02,-1.532480923876919365e-01,-9.066556568509077929e-02,3.845904700779820828e-01,-3.115241774617969472e-01
4.824542343111241915e-02,-5.235355685561046135e-01,-4.298531569365496990e-04,-1.410122029510152974e-01,-2.107276510583953599e-01
-9.302062012729411800e-02,1.556777827818282660e-02,5.250612544822632483e-02,8.851498444761068951e-02,1.117413353448115654e-03
1.047452434034066016e-01,3.827783885759353244e-01,7.945563372002770186e-02,9.854082775298597663e-02,2.320599245918281983e-01
5.173840754242166329e-02,2.496219203023065381e-01,9.659232407297735357e-02,5.039826851757188420e-02,-1.408925575307367617e-01
-1.155960970511562130e-01,5.129732925116790160e-02,1.851646804390981449e-02,2.341492298320110854e-02,-2.519169258140203579e-02
-1.681583747552325425e-01,3.723744559112480285e-02,-1.920719669975651800e-01,5.301588416606794335e-02,3.917435044792694221e-02
7.076644668397708005e-02,-1.755690517810417489e-02,-2.103048026932863648e-02,-1.399861310386866509e-01,5.931295199344629315e-02
-2.214235089279384047e-02,9.595784243760362153e-02,2.876087607518394013e-02,6.304295696619387213e-02,-5.624340349085980850e-03
-9.867648941880790073e-03,-4.352641556914958049e-02,2.854306557241890682e-04,-1.078475635912399741e-02,-3.587994687237781172e-02
-1.234655518787159678e-01,-5.737941923138424605e-02,-1.003389730955803749e-01,5.397009193277098327e-02,1.190637100479733940e-03
8.104710138993787005e-02,-1.701977104867222756e-01,-2.826475461870709971e-01,1.800363069098330771e-01,-3.016671936555482270e-01
