-5.513840445103747323e-02,-7.960000314906531815e-02
-1.493430446611435959e-02,-1.449438220922973364e-01
6.626278975989940978e-01,1.164752799796069604e+00
1.736978711708084266e-01,-1.327082780291914954e+00
5.673670558971154881e-02,1.331695114772019073e-01
-3.984212068116063099e-01,4.725246956946546617e-02
-4.271448358408611035e-01,4.077703209232865778e-01
7.220230279005102059e-02,1.058786561998916742e-01
3.164412405030214703e-01,1.828895365842790055e-01
5.287672570458181731e-01,-5.831290110770837032e-01
-1.429470849039145841e-01,2.218239206085850790e-02
1.903146925054826494e-02,8.153290151514171538e-03
4.012061688152164241e-01,9.775591510606382317e-02
-4.063858360820545024e-02,-1.285421777939993182e-01
-1.411624120053954212e-01,-3.227987928883946367e-01
-7.899650092495269504e-03,-1.327780427036980571e-01
3.538796265228805193e-02,1.267680683273470499e-01
6.349249737523617650e-04,1.725466503158738568e-03
-4.363672828389313085e-02,-1.640421652265986185e-01
-5.460641196616913273e-01,3.178332111138744698e-01
-2.114282006523757473e-01,-4.171102817771305538e-01
-7.189275072326746230e-01,1.285947287172562570e+00
1.110589747694611107e-01,-2.018838318974412183e-01
3.147978035133260077e-03,-1.050821006854417601e-02
6.852943999016848642e-02,5.549232678003503810e-02
9.901690599428646794e-03,4.339211661150300242e-02
-4.625456111998352826e-01,-8.895153249192055966e-02
2.545233307696617708e-01,-1.018964898215349302e-01
8.860539670458891792e-02,5.545430812411245025e-02
-1.587019373945348366e-01,-2.185466294018834944e-03
-1.033253936423537273e-02,3.765563974136484915e-01
7.312339336681744628e-02,-1.437941605396025058e-01
2.603414002559000795e-01,-1.330730914010841703e-01
-1.053492469022562356e-01,-6.044883310936506327e-01
-4.684951853880230110e-03,1.863733227897855504e-01
-2.149720151575124083e-01,6.590330741723573471e-01
2.167107658756556587e-01,-2.822026639981825014e-01
-1.786479267678062754e-01,-1.236088562969953758e-02
2.413452698000954910e-01,1.844549707812410677e-01
-2.969508100863766861e-02,6.667252861947528531e-02
9.532564024021650262e-02,-4.927802876436329083e-01
-3.141708709987853232e-02,3.524262159155576724e-01
3.798990504456566109e-02,-5.532070878780089851e-01
3.757347064559213301e-03,-5.949359852726701092e-01
1.586202493337853514e-01,-5.701650611840559935e-02
-2.386453304496966854e-01,8.762993113632205899e-02
-3.298310091271194899e-02,2.566904689844877741e-01
9.652023606681364026e-03,-5.310619501010152566e-02
6.551706447319020910e-02,-5.348537694975367962e-02
2.092256583481920673e-01,1.027816796176337227e-01
1.818425591222291304e-01,-5.524761218885738678e-01
-1.448904767597606891e-01,-2.392564820911612378e-01
