1.340305002676456421e-02,-3.339035359588596319e-01,-1.698288930043398981e-01,-3.203527866776103572e-01,8.911831867220190717e-02,-8.765277801037714422e-02,-5.975955596234919232e-02,1.483095886000267427e-01,2.945791717547294741e-01,-1.433071710233959628e-01,8.238583786707529000e-02,-1.314330578787913789e-02,-2.148037596718468389e-01,5.397335150244648300e-02,-1.707416284103569493e-01,-9.675888912521349305e-02,1.035879860707998729e-01,1.435756363742206609e-01,4.900410014491676791e-02,1.752362812283093929e-02
-1.473534690871792785e-01,-1.789789042542307140e-02,5.031836824571946087e-02,1.633979663931410253e-01,2.184058694102111731e-02,7.528038574095605173e-02,9.988941417317671878e-02,1.604383763546913810e-01,5.594780424161137355e-02,8.737758923715184534e-02,-6.270395913532178511e-02,2.357518448623094898e-01,4.770946715114452591e-02,3.774310085677196058e-02,-2.722237699517403020e-01,-7.585272844868509723e-02,-3.057847517912394564e-02,8.591355871190115012e-03,5.254573907981532899e-02,1.265958797569620709e-01
-7.639411941371926362e-02,4.154608311057500503e-02,4.302449162582497877e-01,2.159328564567211117e-01,2.581569418782419523e-01,2.220136077470956648e-01,-3.571271273145960601e-01,1.891322257020794928e-01,1.658545348443086209e-01,4.670284411779495465e-02,1.521837493959231624e-01,-1.284760271810120313e-01,-1.864655696680554975e-01,2.687999513137990792e-01,-2.879398569143976072e-02,-2.732546530242619398e-01,-1.137942207644067616e-01,2.706441407975901381e-01,4.577646772930272778e-01,-4.166736930534724603e-01
-7.139002943503890142e-02,-2.314794219591284896e-01,-2.853297314875263280e-01,-2.917363472039780081e-02,-3.827402389612518108e-01,2.445509826705604128e-01,2.792627025126965257e-01,1.034938952756756375e-01,2.640939068932097178e-01,8.686757908292611075e-03,-1.510806603055330211e-01,-1.934105784170108144e-01,1.247515490562953605e-01,5.366141785652129848e-01,4.932767590092898558e-01,-3.608161422327268442e-01,-6.112797928728039842e-01,3.964731418415745612e-01,-7.489443713836074767e-02,2.509776244437724735e-01
-3.776593837155409195e-04,-1.770601869070724255e-01,-8.367652515056009377e-02,6.984851079136200624e-02,1.188506570324044248e-01,-1.388198415235170902e-01,1.061648704432605339e-01,1.737078335590934997e-01,9.942558583971826403e-02,-2.049094767632810288e-01,-8.550628332993526204e-02,-2.292516691641598436e-01,3.282011846536549149e-02,-6.383506207745420769e-02,-1.193258664245410439e-01,-2.124617708798400839e-01,2.278760174248284920e-01,-2.532339583167301234e-01,-1.765879547129018401e-01,-4.780078387320303712e-02
-1.921576146301834376e-01,-4.646595532956877828e-02,8.646485498321240803e-02,-1.246764849665484565e-01,7.714975055931064252e-02,-2.525128166449727707e-01,2.231949215723488256e-01,4.608323219248118274e-01,-2.553023951576174899e-01,-1.955514219877957927e-01,-1.364724623514042834e-01,1.063698775838578248e-01,2.192995554371775790e-01,-9.608240411560443894e-02,7.701326417820036907e-03,-7.239401855707293387e-02,-4.162336130717431137e-02,2.377689775644465930e-01,1.019196305225540111e-01,-2.081040733807629217e-02
4.007144793214134082e-01,1.684073973303367999e-01,2.435373438997015250e-01,1.178460333237899525e-02,-4.248589563177774253e-01,-9.776974479164032839e-02,7.162752660264612992e-01,-2.188381438235054988e-01,1.334562959558171502e-01,-2.521779586448217869e-01,-1.593757994375176734e-01,-1.804377180740718983e-02,-8.638754832833361874e-02,1.692688304881594386e-01,3.950323889507368347e-01,3.151971667818614931e-01,2.863683892271234877e-03,7.377870818400834863e-02,-1.962652227784692643e-02,-2.224971512117929207e-02
5.931442693047933590e-02,-9.310359433853387934e-02,-6.998663865927512440e-02,-1.466218135099648101e-01,4.842607536188828221e-03,3.146770516987362210e-01,-1.629333292454321624e-01,-1.686090039551962350e-01,1.441899862249095832e-01,-3.242126100915854181e-02,1.366898680543690014e-01,-2.653720321410733135e-02,1.864064406467883239e-01,1.447486548442007137e-01,1.240691999946788998e-01,-1.415167964967074254e-01,6.023944522277543956e-02,4.393201581319898519e-02,2.514792205024827809e-01,1.383621367893202447e-01
1.139538684341535046e-01,-1.784987620087261639e-01,2.331221196108519966e-01,1.052895586696510760e-01,9.847355932368240250e-03,7.586674368302497029e-02,1.348959226177515180e-01,-8.360735860340140491e-03,1.664693749686382285e-01,1.623531063158974441e-01,3.135493700865660260e-03,-2.488651975621883894e-01,-1.696446985779963834e-01,-1.758360990630490339e-01,-1.267803107972876875e-01,-7.062552755782504355e-02,-2.888055045068008697e-01,2.289647994653194463e-01,1.482101068248244946e-01,1.213216928293086166e-01
-8.123649303997562687e-02,1.417617698041425123e-01,4.488391973235342225e-02,2.545541179720038905e-01,4.910487482568133277e-01,2.512827465765070656e-01,1.699199729345640120e-01,8.516154396760419187e-01,1.141748613973219417e-01,-3.430423035053394853e-01,-1.020945568809506626e-01,-2.874111412649852926e-01,5.878654574356828588e-02,-3.131980306023994798e-01,-3.058598094580546045e-02,-2.653792183015989958e-01,2.183211359867747725e-01,4.813392995225267978e-01,-4.179672032698402567e-02,-8.503153748184555383e-03
