-1.665425155980453098e-01,-1.303718287864469583e-01,-1.150408773614102070e-01,1.006668620868720297e-02,-8.336904428574123949e-02,1.733168416523062777e-02,-1.591465855963789672e-02,-1.421863574676966169e-01,-1.375693377174674048e-01,-2.929125061059674462e-02,4.730025907683929609e-02,2.771115833192555611e-02,-6.771782062733626428e-02,-8.081166592361846077e-03,-5.403693041190305718e-03,2.023188285897256980e-02,1.683681018220635484e-02,-1.409902429806689228e-01,-8.964174729737531266e-02,6.966226673544576031e-02,2.277722660431234780e-02,-1.318662212661859401e-01,-7.374109772534311047e-02,2.240475672577021959e-02,-3.619025114556007061e-02,1.202833779048434193e-01,3.701859250613720453e-02,-4.394890861514863523e-02,-4.641446018163605629e-03,-3.049854945862605013e-02,4.950077878189156760e-02,-4.744290621759286730e-02,-6.399684703283373133e-02,-6.536555454493293837e-02,-3.086488995998159721e-02,-3.013939990179810222e-02,2.486771762787837181e-02,2.465337480316935267e-02,1.265350344707283359e-02,1.484330549749841854e-03,1.065544355034837853e-01,-6.576592087328217429e-02,-3.937166925894559216e-02,1.158301607326601285e-02,5.508782188717793737e-02,2.273836326339815153e-02,-1.539086582717208093e-02,-3.497042356321308082e-03,2.369596889106282203e-02,-1.527297968588438304e-02
4.621342450043154637e-02,4.194724035573776932e-03,1.832350545856866603e-02,-6.760464142642239049e-03,-1.266935604444757724e-02,8.640404190051190203e-02,-9.975271415997043201e-02,5.351407483405538901e-02,3.771777504046274626e-02,2.111517966196796436e-02,7.943077767442671688e-03,9.443721029432208813e-03,-7.293314467639179510e-02,-2.870166958110850763e-02,6.486242284175412071e-03,-1.547932072416158267e-03,8.872334811927978793e-02,5.055837124483401890e-02,-9.250890898293862019e-02,-1.944706738570813054e-03,-6.813951465364678772e-02,4.726487252353966939e-02,-6.067304889851343752e-02,-2.812612674154665524e-02,1.800823462509017897e-02,6.572308167195881068e-02,6.626028866047038723e-03,6.187293790960723960e-03,1.012089718477620220e-01,-9.849836513035263585e-02,-1.482408188244405678e-01,1.057911918685184617e-02,-1.389527923945478027e-01,-6.408252143090835753e-03,-4.422149155031222800e-02,1.154807343086358407e-01,5.941685902675518383e-02,-1.837080067461957164e-02,4.457499979548717323e-02,6.744860840881120034e-02,-9.162787644380257501e-02,-3.999644831423959657e-02,-1.516696420851740279e-01,3.918432907142446742e-02,-3.734113266112531332e-02,-4.601535158116273894e-03,-6.786128418440032228e-02,-3.072899133675206437e-02,7.901079943950983786e-02,8.157978831747375592e-02
7.384891027770876248e-02,1.549930110728433008e-01,7.510056025573007277e-02,1.592090084809519579e-01,1.230855238099854004e-01,-5.698102182443431918e-03,-2.972166972458019710e-02,1.041357503163158754e-01,-1.959490434098526412e-01,-6.502873073222117939e-02,1.374101079285787175e-01,-9.984187769440136528e-02,-1.173572957988843479e-01,-1.033527200380226496e-01,-3.003623749258964651e-02,1.306806036335899646e-01,-9.190949650306001750e-02,-8.973851671516756834e-02,7.478826775353605849e-02,4.486982659695781805e-02,-1.628460313632312806e-01,-2.053654430395584485e-01,-1.105672034482806966e-02,5.670134757653667867e-02,-3.404190543368537658e-01,7.151396570471495184e-02,1.173897915185923985e-01,-9.624564145484923450e-02,-1.515729329462604802e-02,-9.604349079355672947e-03,1.805058579645632544e-02,-1.663717507135646922e-01,2.012114986032637887e-01,1.059362516223486261e-01,7.796223819141828715e-02,4.063746962718196853e-02,-2.181209678013835418e-01,-1.269589886434631110e-01,-1.207927260680932702e-01,6.516486570732003825e-02,-2.406038181634470030e-01,-1.081152768152071064e-01,-2.337796203801867367e-02,-1.109458936801396567e-01,1.499852788917278579e-01,3.730587843294348727e-02,-2.434416676757703013e-02,-1.709411760436652106e-02,6.930542347967537375e-02,-1.948069781596029060e-02
6.397093040538148756e-02,1.941226433574314014e-01,-9.725735052476089382e-02,1.257232411308557007e-01,-9.975569149406449121e-02,5.615050723377534164e-02,-1.052158888025990224e-01,-1.380482962389754098e-01,-1.337758297963353438e-01,5.430177824632198558e-02,7.027633735953438265e-02,1.613293143611197189e-01,1.964075211075075322e-01,-1.123979989810022784e-03,-7.024771893918263510e-02,2.615190618693558067e-02,1.333008919796400266e-02,6.951772431744294989e-02,6.596004059399257491e-02,-3.092862336969188219e-01,7.861760130595107920e-02,-2.153057387631708286e-01,-8.011313413057677413e-02,9.372025116946307299e-02,-2.820239720461044375e-02,-4.123380094058742840e-03,-1.863302297383828687e-02,-8.992178760615766875e-02,9.241930312169355233e-04,-5.652673816883857505e-02,3.702884903800146565e-02,-3.173247438313119007e-02,-7.155471446278446890e-02,-1.355484714196149576e-01,-2.382985421163733575e-01,-7.238659007887365826e-02,1.246044260942119897e-01,1.216509911834969954e-01,-2.155711834916416714e-01,-1.001153238723253569e-01,1.456488259426806653e-01,5.757072942693789580e-03,-8.748306413389611569e-03,-8.802551480466386247e-02,1.092646357757738607e-02,-4.679558971795209216e-02,-1.656686115516908808e-01,-9.699417444685026757e-02,1.801168653096764938e-01,1.296655607591074566e-01
1.239948789518139222e-01,1.405039693722897887e-01,1.991660203912554508e-02,-3.799665233582449897e-02,-6.408131298077987537e-02,5.990535732733553997e-02,7.336379089338292137e-02,5.142060380953786258e-03,9.640794064486625514e-03,1.296033764223288309e-01,-5.314704331634334533e-02,-2.025468855723921296e-02,-6.834825972660024673e-02,-4.266238341718761248e-03,-1.864664073531843713e-02,3.976308835985549461e-03,-5.774575990951513749e-02,-1.846874770253943976e-01,7.990264687511021424e-02,-2.722099872321585151e-02,-1.441038162267353762e-01,4.451810505515191307e-02,1.113762400211120440e-01,-8.867156595250266782e-02,-7.617510198725141457e-02,4.092516241478268146e-02,1.353083240128201692e-01,2.897356572004189043e-02,2.895336251881281547e-02,-1.033548777181035466e-01,-1.021611245134453894e-01,-5.177598380142237056e-02,-1.658105751304915221e-01,-2.284204126342181257e-02,1.014048010921404924e-01,-4.479587226606596140e-02,1.384792418809835113e-01,4.253971079289271817e-02,-1.124272053996172235e-02,-6.811093390962730254e-02,-8.405774452475672787e-02,4.485159002924811456e-02,1.478474209747763779e-01,-2.185478414454778556e-02,5.762435603618304425e-02,1.800610094716948231e-02,2.010357337858133253e-02,-7.387320673674577232e-02,-4.537762848688750572e-02,7.224147703788225128e-02
6.534384069459796274e-02,5.660452332487700411e-02,8.545517334898916628e-02,5.933005519024196067e-02,1.231308088022914637e-01,4.859501768734268701e-02,-9.083805768984103135e-02,8.910289432970770751e-02,3.762948469102214699e-02,1.563769914689129570e-03,2.907692540938150438e-02,1.170085562382531946e-01,-5.676488385669667402e-02,-1.582195480349637973e-01,-4.238082586772241867e-02,2.284686578406000534e-02,-2.160385567632241988e-02,-1.540769521329296010e-01,1.530192853918332929e-02,-4.448910143449558152e-03,-8.438159464054253989e-02,-1.183149054467183409e-01,-8.096052782909538004e-02,8.146520149312926062e-02,-9.086887780276886595e-04,-1.143207690910656160e-01,1.082002189671530945e-01,2.613384937202185843e-02,-2.286781853760959382e-03,-1.329537221146426598e-02,4.919568689087326641e-02,4.664288054557839958e-02,5.204041650817795017e-03,9.786002325122385159e-02,-3.780081492379379349e-02,-2.617716176815623741e-02,-7.044095192245727888e-02,-1.013185266951839303e-01,2.023099632233842093e-03,-1.134832432528908169e-01,-8.797301416655264883e-02,8.866603349886038876e-02,-4.470666644870163048e-02,-1.365989185933226546e-01,4.520878862060533077e-03,-6.367672762518848673e-02,1.014664689133928932e-02,2.186287398023137318e-02,-2.000984996655042480e-01,-4.300503879604308105e-02
3.685634603562064349e-02,-2.717675532093290214e-02,-1.760621508474750907e-02,-6.085549679110620336e-02,1.914226425516974417e-01,6.522522766191239663e-02,-1.740791081632178106e-01,1.620140129094871026e-02,5.872724319636382639e-02,1.499049214401901309e-01,-9.802607593589822421e-02,1.171148050514605465e-01,-1.916347792639737369e-02,4.791056619667960481e-02,-8.956688565926115841e-04,-7.152369064707381208e-02,-3.483298577087427100e-02,-5.332122205967630701e-02,-5.118410190336642601e-02,-8.337867555399613995e-03,-9.712006588825890241e-02,8.840361903310250957e-02,-1.073433602566709610e-01,1.588477142056343161e-01,-5.859061538819632098e-02,-6.405643366839108496e-03,-1.964526048254049140e-02,-1.175418116656319484e-01,1.464348303411483754e-01,3.830688872561121422e-02,-1.868076742593260953e-04,1.267864642347625304e-01,-4.053821037413180006e-02,-1.142982879818834618e-01,-9.272476178560618010e-02,-2.156946949215641229e-01,-5.580159349606503283e-02,-7.771288823549050984e-02,-4.606314500014854763e-02,-2.674982636868413616e-02,1.944400289757759470e-01,-3.704961852997301630e-02,-7.437802214678046475e-03,1.587984748927757095e-01,-3.476324050268117527e-02,1.306572081441547684e-01,2.813519572837647198e-02,-5.331317945616763365e-02,1.204054948970061933e-01,1.942371100885892377e-02
8.604346365282292131e-02,-5.477406249789637527e-02,-1.465333655191536355e-02,-7.096020456693223621e-02,1.164044314701589804e-02,-1.796571863383367509e-02,3.152587331084377720e-02,1.736819571852649818e-02,3.171372262797300667e-02,5.152778555584387743e-02,4.759760923219252815e-03,-2.101229342316830728e-02,-9.100102695597474256e-03,-2.903905910885824782e-02,-9.711186877228383807e-02,-1.408383128995206179e-01,2.403583998153757673e-02,1.262126205838691173e-01,-1.133573322569633723e-02,-5.354617736888604707e-02,2.704026966340065952e-02,-9.819460637216254062e-03,-5.026274315458034714e-02,-1.202827063545338152e-02,5.858173198438813151e-02,1.523081125142631276e-01,1.336154516802033898e-01,-9.947440608324170652e-02,-1.279046415503376499e-01,8.638745327435229382e-02,6.886849496957728189e-02,-7.458331645579413527e-02,-1.899852239224517070e-02,3.312238235767839961e-02,4.290458971734438520e-02,-7.943475834473964770e-02,5.637042800081881744e-02,-3.259151466415729365e-02,-4.883820128489441137e-02,1.766696289059959402e-01,1.281401759894360004e-01,1.620784220105342399e-02,-4.508550601192373719e-03,-4.915195776454744925e-02,-1.512027955233551657e-01,-6.176512664109568007e-03,-4.632544152270774707e-02,-6.395745539843658567e-02,2.232677070961292809e-01,-1.063282228517528627e-02
2.017345918383633696e-01,1.456618070647305307e-01,1.462448881392212907e-02,9.437313241373841699e-02,1.616070103226308063e-01,-1.745810556731809404e-01,-3.131305456311128665e-02,4.783282167406113089e-03,-3.171519698148740629e-02,-9.688609587548416974e-03,6.679884783354539390e-02,-1.312426290757731095e-01,2.839974909712033452e-02,-3.847587234493828057e-02,-2.190531984632393056e-02,6.306225667934800549e-02,-5.499782145159969049e-02,-8.837114211380063533e-02,-5.413646242764778849e-02,4.994467281219720778e-02,1.812060861346599105e-01,8.396746069555699465e-02,4.493045715136630841e-02,7.725568626444179882e-03,-2.195469933400544249e-02,1.948143427272910899e-01,2.508557054775971060e-02,5.427969975686102594e-02,8.957021647946297738e-02,-2.845955003851185702e-02,3.631707117541577851e-02,-4.956010934466195672e-02,2.784289078744255075e-02,5.468083295371470309e-02,1.744283787258014418e-01,4.463275805913362315e-02,-8.595455766040501974e-03,3.720407244486726578e-02,3.757175835796301711e-02,-6.335993191651607959e-02,-1.203806392091152921e-02,1.357731709256038422e-01,9.641262906945202715e-02,1.245998311008945925e-02,3.284982988324127579e-02,1.457154656560633033e-02,-3.615940129088222876e-02,3.494265175667080059e-02,4.943565876899817801e-02,-5.706326219539001321e-02
-2.415734190670240991e-02,9.146071179968078002e-02,3.603275546278164598e-02,-4.117435478608100219e-02,-2.202992710065676540e-02,-2.005159942577855181e-01,1.121815845850566984e-01,2.208541110059278612e-01,2.039624780790693093e-01,1.657877608278566228e-01,-1.670873052976006301e-01,4.549706469935191344e-02,-9.163259091973902093e-02,-6.050897163076104923e-02,-1.030012613185226494e-01,7.005148190113447138e-02,-1.501236167408387390e-01,2.868904375753902891e-02,-7.847128616107562626e-02,-1.926538960222877739e-01,-3.882692344330178347e-02,-1.714233314733198954e-02,8.231712958150153026e-02,-7.002862477042653966e-02,-2.073140721159494326e-02,-5.509130472445405990e-02,-7.302884006126358907e-03,8.677212771327828811e-02,-6.562608683246415331e-03,1.837028795873377751e-01,-4.052326318911782937e-02,-1.449376732239766874e-01,1.337006821747769858e-01,7.848103796745797833e-02,-3.913265348977437719e-02,-2.257408594851895156e-02,-2.803311985977340742e-02,9.459489398089249157e-02,-2.869545332171834218e-02,1.425170310633748494e-01,-4.625965823362762630e-03,5.584400855360298344e-02,-1.083786190804283400e-01,1.822646283860840377e-02,7.735223688628944938e-02,-1.234758761197243260e-01,-3.702409138636630903e-02,3.245407571973094041e-02,2.229064505782468730e-02,-2.177478625569000403e-01
